"","caseid","tea_supp","defsppr_self","spsrvpr_ssself","guarpr_self","immig_checks","wiretap","gun_control","aidblack_self","libcpre_self","white","dem_edu","tea_supp.1","fox","gender_respondent_x","dem_age_r_x","inc_incgroup_pre","Obama","Auth","bornagain","church","republican","trad_adjust","trad_lifestyle","trad_tolerant","trad_famval"
"3770",4717,0,4,4,3,2,2,3,NA,3,"Non-white",14,0,"Does not watch Fox","1. male",64,27,100,0.75,"1. yes","1. yes",1,4,4,3,4
"3771",4718,0,2,4,6,2,1,2,5,4,"White",9,0,"Does not watch Fox","1. male",20,12,85,0.75,NA,"2. no",4,3,2,1,2
"3772",4719,0,2,2,4,3,3,2,1,4,"White",11,0,"Does not watch Fox","1. male",47,25,0,0.75,"2. no","1. yes",6,2,4,2,4
"3773",4720,1,4,2,3,2,NA,3,3,6,"White",13,1,"Watches Fox","2. female",81,23,15,NA,"2. no","1. yes",7,NA,NA,NA,NA
"3774",4721,0,7,6,7,3,NA,3,6,4,"Non-white",9,0,"Does not watch Fox","2. female",65,NA,60,NA,"1. yes","1. yes",5,NA,NA,NA,NA
"3775",4722,1,6,3,4,3,2,2,1,5,"White",9,1,"Does not watch Fox","1. male",53,NA,0,0.75,"1. yes","1. yes",7,5,5,3,5
"3776",4723,0,6,5,5,2,2,2,4,5,"White",14,0,"Does not watch Fox","1. male",51,15,70,0.75,"2. no","1. yes",3,3,4,2,2
"3777",4724,0,4,2,3,3,2,3,1,4,"White",9,0,"Watches Fox","1. male",70,20,30,1,"2. no","2. no",4,2,4,2,5
"3778",4725,0,2,5,4,1,1,2,NA,2,"White",13,0,"Does not watch Fox","2. female",50,25,85,0.25,NA,"2. no",1,2,1,1,1
"3779",4726,0,4,2,2,3,1,3,4,5,"White",14,0,"Watches Fox","1. male",70,24,5,0,"2. no","1. yes",5,5,4,2,5
"3780",4727,0,3,NA,NA,3,NA,2,3,4,"White",9,0,"Does not watch Fox","2. female",53,15,85,NA,"1. yes","1. yes",1,NA,NA,NA,NA
"3781",4728,0,4,2,2,3,2,3,3,6,"White",12,0,"Watches Fox","2. female",56,17,15,0.75,"1. yes","1. yes",5,5,5,3,5
"3782",4729,0,NA,NA,NA,3,1,3,NA,4,"Non-white",9,0,"Does not watch Fox","2. female",69,6,98,0.75,"1. yes","1. yes",1,3,4,3,4
"3783",4730,0,4,4,NA,2,1,3,NA,4,"White",10,0,"Does not watch Fox","2. female",63,18,100,0.5,"2. no","2. no",4,3,3,3,3
"3784",4731,0,2,1,4,3,2,3,5,6,"White",10,0,"Does not watch Fox","2. female",63,4,70,0.25,NA,"2. no",5,4,4,4,3
"3785",4732,0,3,3,3,1,2,3,4,3,"Non-white",9,0,"Does not watch Fox","2. female",20,17,70,0.25,NA,"2. no",1,2,2,2,3
"3786",4733,1,7,2,1,3,2,1,1,6,"White",9,1,"Watches Fox","2. female",55,3,0,0.5,"1. yes","2. no",7,5,5,4,5
"3787",4734,0,4,5,5,1,2,2,NA,2,"Non-white",9,0,"Does not watch Fox","1. male",57,7,90,1,"1. yes","1. yes",1,4,4,3,4
"3788",4735,0,4,NA,7,2,1,2,4,7,"White",9,0,"Watches Fox","2. female",42,7,0,1,"1. yes","1. yes",7,1,5,1,5
"3789",4736,0,3,4,4,2,NA,3,3,3,"Non-white",13,0,"Does not watch Fox","2. female",61,18,70,NA,"2. no","1. yes",2,NA,NA,NA,NA
"3790",4737,0,6,1,2,3,1,2,NA,4,"Non-white",NA,0,"Does not watch Fox","2. female",67,17,0,0.5,"2. no","1. yes",4,4,5,3,5
"3791",4738,0,5,5,5,1,1,3,5,4,"Non-white",10,0,"Does not watch Fox","1. male",60,20,100,1,"1. yes","1. yes",1,4,4,2,4
"3792",4739,0,NA,4,3,2,1,2,3,4,"Non-white",12,0,"Does not watch Fox","2. female",31,4,100,0.75,"1. yes","1. yes",1,4,4,2,3
"3793",4740,0,4,4,4,2,2,3,4,4,NA,9,0,NA,"1. male",51,NA,60,0.5,NA,NA,6,3,3,3,3
"3794",4741,0,2,6,7,1,1,3,7,2,"Non-white",13,0,NA,"2. female",49,20,85,0.25,"2. no","1. yes",1,4,4,2,3
"3795",4742,0,4,4,4,3,2,3,6,3,"Non-white",11,0,"Does not watch Fox","1. male",31,15,80,1,"1. yes","1. yes",2,3,3,3,3
"3796",4743,0,4,3,6,1,2,3,4,4,"Non-white",14,0,"Does not watch Fox","1. male",51,16,70,0.75,"1. yes","1. yes",2,5,4,4,5
"3797",4744,0,1,7,7,2,1,2,6,1,"White",11,0,"Watches Fox","1. male",62,9,100,0.25,"1. yes","2. no",1,1,1,1,1
"3798",4745,0,5,2,2,3,1,3,2,6,"White",13,0,"Watches Fox","2. female",52,12,0,0.75,"1. yes","1. yes",6,5,5,5,5
"3799",4746,1,5,4,3,3,1,2,4,5,"White",6,1,"Watches Fox","1. male",72,14,0,0.75,"2. no","2. no",1,5,4,4,5
"3800",4747,0,5,4,6,1,1,3,7,1,"Non-white",9,0,"Watches Fox","2. female",64,9,0,0.75,"2. no","1. yes",4,2,3,2,4
"3801",4748,1,7,2,1,3,1,1,1,5,"White",10,1,NA,"1. male",43,14,0,0.75,"1. yes","1. yes",4,5,5,5,5
"3802",4749,0,1,5,7,1,NA,3,NA,6,"Non-white",9,0,"Does not watch Fox","2. female",32,NA,85,NA,"2. no","1. yes",2,NA,NA,NA,NA
"3803",4750,1,NA,NA,NA,2,2,2,1,4,"White",9,1,NA,"2. female",38,1,100,0.25,NA,"2. no",4,3,3,3,3
"3804",4751,0,1,5,5,1,2,3,5,3,"White",13,0,NA,"2. female",51,17,100,0.25,"2. no","2. no",2,3,4,2,4
"3805",4752,0,6,1,1,3,3,2,1,7,"White",10,0,"Does not watch Fox","1. male",52,25,0,1,"1. yes","1. yes",7,5,5,5,5
"3806",4753,0,6,5,3,1,2,3,3,5,"Non-white",12,0,"Does not watch Fox","1. male",50,19,85,0.75,"1. yes","1. yes",4,4,2,4,3
"3807",4754,0,4,NA,7,1,1,1,7,5,"Non-white",13,0,NA,"2. female",55,1,85,1,"1. yes","1. yes",4,2,4,2,4
"3808",4755,0,NA,NA,4,2,2,2,4,2,"Non-white",13,0,"Does not watch Fox","1. male",34,22,85,1,"1. yes","1. yes",2,3,3,2,3
"3809",4756,0,4,4,6,2,1,2,NA,4,"Non-white",13,0,"Does not watch Fox","1. male",26,15,40,0.75,"2. no","2. no",4,3,4,2,4
"3810",4757,1,2,3,3,3,2,3,2,5,"Non-white",14,1,"Watches Fox","2. female",59,22,15,0,"2. no","1. yes",5,4,4,3,5
"3811",4758,1,4,4,3,3,2,3,2,1,"Non-white",9,1,"Watches Fox","2. female",48,2,100,1,"1. yes","1. yes",1,3,4,2,2
"3812",4759,0,5,3,2,2,NA,2,4,6,"White",13,0,"Watches Fox","1. male",78,21,30,NA,NA,"2. no",6,NA,NA,NA,NA
"3813",4760,0,6,5,4,3,2,2,7,5,"White",6,0,"Does not watch Fox","1. male",61,22,40,1,"2. no","2. no",5,2,3,4,5
"3814",4761,0,7,5,2,3,2,2,4,4,"White",9,0,"Watches Fox","1. male",55,9,15,0.75,"1. yes","2. no",6,4,5,1,5
"3815",4762,1,7,2,3,3,2,3,3,2,"White",13,1,"Watches Fox","1. male",78,9,15,0.75,"2. no","1. yes",7,2,5,4,4
"3816",4763,0,4,2,2,1,NA,2,1,6,"White",13,0,"Watches Fox","2. female",40,1,30,NA,"1. yes","1. yes",7,NA,NA,NA,NA
"3817",4764,0,5,2,1,1,2,2,1,5,"White",10,0,"Does not watch Fox","2. female",49,15,30,0.5,"2. no","1. yes",5,4,4,4,4
"3818",4765,0,5,2,5,3,2,2,1,4,"White",NA,0,"Does not watch Fox","1. male",64,25,15,0.5,"1. yes","1. yes",7,2,4,3,5
"3819",4766,0,7,1,7,3,3,2,1,4,"White",9,0,NA,"1. male",56,14,15,0.5,NA,"2. no",2,2,5,2,5
"3820",4767,0,2,4,6,3,3,2,4,4,"White",9,0,"Does not watch Fox","1. male",41,26,40,1,"2. no","1. yes",4,3,3,4,4
"3821",4768,0,2,5,6,1,1,3,3,1,"White",10,0,NA,"1. male",29,2,85,0,NA,"2. no",1,1,1,1,2
"3822",4769,0,4,1,2,3,1,2,1,6,"White",13,0,"Does not watch Fox","1. male",29,13,0,0.75,"2. no","1. yes",6,2,4,2,4
"3823",4770,0,4,4,4,2,2,2,NA,2,"Non-white",10,0,"Does not watch Fox","1. male",58,1,85,0.25,"2. no","2. no",1,5,3,2,3
"3824",4771,0,6,1,NA,3,1,2,1,6,"White",10,0,"Watches Fox","1. male",70,20,0,1,"1. yes","1. yes",6,5,5,5,5
"3825",4772,0,3,4,4,3,2,2,2,4,"White",9,0,"Does not watch Fox","2. female",26,11,60,0.75,"2. no","1. yes",2,2,1,2,3
"3826",4773,0,5,3,3,3,3,3,4,5,"White",9,0,"Does not watch Fox","1. male",70,20,40,0.75,"2. no","1. yes",5,4,4,3,4
"3827",4774,0,4,4,4,2,1,3,4,4,"White",13,0,NA,"1. male",48,28,50,0.75,NA,"2. no",4,3,3,4,3
"3828",4775,1,5,1,1,3,1,2,1,7,"White",13,1,NA,"1. male",35,20,1,0,NA,"2. no",7,5,4,5,3
"3829",4776,1,2,2,1,3,2,2,1,6,"White",13,1,"Does not watch Fox","1. male",31,16,0,0.75,NA,"2. no",7,2,5,4,5
"3830",4777,0,4,2,4,1,1,2,2,4,"White",11,0,"Does not watch Fox","1. male",51,7,85,0,NA,"2. no",1,1,1,1,2
"3831",4778,0,6,NA,6,1,1,3,4,6,"Non-white",8,0,"Does not watch Fox","1. male",58,1,15,0.75,"1. yes","1. yes",7,5,5,5,5
"3832",4779,1,7,1,1,3,3,2,1,7,"Non-white",13,1,"Watches Fox","2. female",60,26,0,0.75,NA,"2. no",7,2,4,2,5
"3833",4780,0,5,4,3,3,3,3,1,4,"Non-white",13,0,"Does not watch Fox","1. male",41,24,70,0.5,NA,"2. no",4,1,4,2,5
"3834",4781,0,5,4,6,2,1,2,4,4,"Non-white",9,0,NA,"1. male",36,11,70,1,NA,"2. no",4,3,3,2,3
"3835",4782,1,4,3,2,3,2,2,1,6,"White",13,1,"Does not watch Fox","2. female",24,24,0,0.5,"2. no","1. yes",6,4,4,2,3
"3836",4783,1,5,1,1,3,1,2,1,5,"Non-white",14,1,"Watches Fox","1. male",63,27,0,0.5,NA,"2. no",5,5,5,4,5
"3837",4784,0,2,4,4,1,1,3,4,3,"Non-white",14,0,"Does not watch Fox","1. male",35,5,90,0.5,"1. yes","2. no",2,2,4,1,3
"3838",4785,0,4,5,4,1,1,2,4,3,"White",10,0,"Does not watch Fox","1. male",51,20,85,0,"2. no","2. no",6,2,2,1,2
"3839",4786,0,4,1,NA,2,3,3,NA,4,"White",9,0,"Does not watch Fox","1. male",59,13,50,0.75,NA,"2. no",4,3,2,3,2
"3840",4787,0,4,4,4,2,3,2,4,4,"White",9,0,"Does not watch Fox","2. female",72,21,30,0.75,NA,"1. yes",5,5,4,2,5
"3841",4788,0,6,4,6,1,2,2,3,3,"Non-white",10,0,"Does not watch Fox","1. male",19,13,85,0.5,NA,"2. no",2,2,1,1,3
"3842",4789,0,5,5,4,2,2,3,3,2,"Non-white",11,0,NA,"2. female",79,1,100,0.75,"1. yes","1. yes",1,3,3,3,3
"3843",4790,0,NA,7,7,2,2,3,1,4,"Non-white",6,0,"Watches Fox","2. female",33,7,100,1,"1. yes","1. yes",1,5,5,4,4
"3844",4791,0,4,3,3,3,1,3,1,4,"White",10,0,"Does not watch Fox","2. female",86,12,60,0.5,"2. no","1. yes",6,3,3,3,4
"3845",4792,0,3,7,5,1,1,2,5,3,"Non-white",11,0,"Watches Fox","1. male",52,8,85,0.75,"2. no","2. no",1,5,1,1,2
"3846",4793,0,6,6,6,3,1,2,6,3,"Non-white",3,0,"Does not watch Fox","2. female",63,21,85,0.75,"1. yes","1. yes",1,1,4,4,3
"3847",4794,0,7,5,6,3,2,3,4,4,"Non-white",9,0,"Does not watch Fox","1. male",54,15,85,1,"2. no","2. no",2,2,4,1,4
"3848",4795,0,3,5,4,1,2,2,2,3,"White",10,0,"Does not watch Fox","2. female",55,23,70,0.5,"1. yes","1. yes",2,3,2,2,2
"3849",4796,1,5,4,6,3,2,3,1,5,"Non-white",13,1,"Watches Fox","2. female",69,23,50,0.25,"2. no","1. yes",5,4,4,3,5
"3850",4797,0,3,4,4,3,1,2,5,6,"White",13,0,"Watches Fox","1. male",64,1,60,0.75,"2. no","1. yes",3,5,5,2,4
"3851",4798,1,NA,4,4,3,2,3,4,4,"White",9,1,NA,"2. female",63,NA,50,0.75,NA,"2. no",4,4,4,2,4
"3852",4799,1,5,2,2,3,2,2,1,5,"White",13,1,"Watches Fox","1. male",54,17,15,0.25,"1. yes","1. yes",5,5,4,4,4
"3853",4800,0,3,4,4,1,1,2,4,3,"White",13,0,"Does not watch Fox","1. male",26,15,90,0.25,"1. yes","1. yes",3,2,1,2,2
"3854",4801,0,6,1,1,3,2,2,1,5,"White",10,0,"Watches Fox","1. male",22,2,0,0.75,NA,"2. no",6,1,3,2,4
"3855",4802,NA,NA,NA,4,NA,NA,1,NA,NA,NA,10,NA,NA,"1. male",39,NA,0,NA,NA,NA,4,NA,NA,NA,NA
"3856",4803,1,5,4,5,3,2,1,1,4,"White",10,1,"Does not watch Fox","1. male",38,12,0,0.5,"1. yes","1. yes",6,5,4,4,4
"3857",4804,0,3,4,5,2,3,3,3,2,"Non-white",9,0,"Does not watch Fox","1. male",31,14,90,0.5,"2. no","1. yes",2,3,4,2,3
"3858",4805,0,4,5,6,2,2,3,4,7,"White",13,0,"Does not watch Fox","2. female",39,15,85,1,"2. no","1. yes",2,2,4,2,5
"3859",4806,0,5,4,4,3,1,2,4,5,"White",11,0,"Does not watch Fox","2. female",83,13,15,1,"1. yes","1. yes",2,5,5,4,5
"3860",4807,0,5,2,2,3,2,2,1,5,"White",13,0,"Does not watch Fox","2. female",47,1,15,0.25,"2. no","1. yes",5,5,4,3,5
"3861",4808,0,2,4,3,1,2,3,5,5,"White",13,0,"Does not watch Fox","2. female",58,16,70,0.25,"2. no","1. yes",5,4,4,3,4
"3862",4809,0,NA,NA,4,1,2,3,NA,2,"White",13,0,"Does not watch Fox","2. female",25,25,100,0.75,NA,"2. no",1,1,1,1,1
"3863",4810,0,2,5,4,1,3,3,5,2,"Non-white",14,0,"Does not watch Fox","2. female",52,19,99,1,"2. no","1. yes",1,4,3,3,2
"3864",4811,0,1,6,3,3,3,2,2,6,"White",9,0,"Does not watch Fox","1. male",66,17,100,1,NA,"2. no",2,4,4,4,5
"3865",4812,0,NA,NA,5,3,2,3,3,4,"White",13,0,"Does not watch Fox","2. female",51,25,40,0.5,NA,"2. no",4,3,3,2,4
"3866",4813,0,4,5,4,1,NA,3,4,4,"Non-white",10,0,"Does not watch Fox","2. female",52,12,100,NA,"2. no","1. yes",1,NA,NA,NA,NA
"3867",4814,0,5,4,4,2,3,3,1,4,"Non-white",4,0,"Does not watch Fox","2. female",90,1,86,1,"1. yes","1. yes",1,1,4,1,3
"3868",4815,0,6,5,3,3,2,2,3,6,"White",12,0,NA,"2. female",41,18,30,1,"2. no","1. yes",6,4,4,2,4
"3869",4816,1,4,1,3,3,3,2,3,6,"White",6,1,"Watches Fox","1. male",76,1,30,0.75,"1. yes","1. yes",5,5,5,5,5
"3870",4817,1,4,2,2,3,2,3,4,6,"White",13,1,"Does not watch Fox","1. male",61,27,15,0.75,"1. yes","1. yes",6,4,4,4,4
"3871",4818,0,4,1,1,3,2,2,1,4,"White",15,0,"Watches Fox","2. female",47,23,0,0.25,"2. no","1. yes",4,4,3,2,3
"3872",4819,0,4,6,6,3,2,3,7,2,"Non-white",10,0,"Does not watch Fox","2. female",61,19,85,0.75,"1. yes","1. yes",1,4,2,2,4
"3873",4820,1,4,1,1,2,1,2,3,5,"White",16,1,NA,"1. male",55,1,0,1,"1. yes","1. yes",7,5,5,3,4
"3874",4821,1,5,2,2,3,2,3,2,6,"White",10,1,"Does not watch Fox","1. male",49,19,65,1,"1. yes","1. yes",7,4,4,4,5
"3875",4822,1,4,2,2,3,1,2,NA,6,"White",NA,1,"Watches Fox","2. female",45,20,15,0.75,"1. yes","1. yes",7,5,5,5,5
"3876",4823,0,5,4,5,1,NA,3,1,4,"Non-white",13,0,"Does not watch Fox","1. male",30,16,100,NA,NA,"2. no",1,NA,NA,NA,NA
"3877",4824,0,5,2,2,2,1,2,5,6,"White",13,0,"Does not watch Fox","2. female",34,17,15,0.5,"1. yes","1. yes",7,5,4,4,4
"3878",4825,0,6,2,1,3,1,2,1,5,"White",10,0,"Does not watch Fox","1. male",51,28,0,0.75,"2. no","1. yes",7,4,5,2,5
"3879",4826,0,NA,NA,NA,2,2,3,NA,4,"Non-white",13,0,"Does not watch Fox","2. female",34,21,90,0.5,NA,"2. no",2,2,2,2,2
"3880",4827,0,5,3,3,3,2,2,1,4,"White",10,0,"Does not watch Fox","2. female",52,21,60,0.5,"2. no","2. no",6,4,2,2,4
"3881",4828,0,6,2,2,3,2,2,4,6,"White",10,0,"Watches Fox","2. female",72,13,0,0.5,"1. yes","1. yes",7,5,5,4,4
"3882",4829,0,NA,7,7,2,NA,2,7,5,"White",4,0,"Does not watch Fox","2. female",53,1,0,NA,"1. yes","1. yes",5,NA,NA,NA,NA
"3883",4830,1,6,3,1,3,1,2,1,6,"White",9,1,"Watches Fox","1. male",68,9,0,1,"1. yes","2. no",7,5,5,3,5
"3884",4831,0,5,5,NA,2,2,2,4,4,"White",9,0,"Does not watch Fox","1. male",54,20,50,1,"1. yes","2. no",1,5,5,5,5
"3885",4832,1,4,3,3,2,2,2,3,5,"White",13,1,"Watches Fox","1. male",60,23,50,0,"2. no","1. yes",6,3,3,3,3
"3886",4833,0,4,4,3,2,2,3,4,4,"Non-white",10,0,"Does not watch Fox","1. male",61,13,85,0.75,NA,"2. no",4,3,3,3,4
"3887",4834,0,4,2,3,2,1,2,1,7,"Non-white",9,0,"Does not watch Fox","2. female",55,NA,0,0.75,"1. yes","1. yes",6,5,5,5,5
"3888",4835,0,3,2,5,3,2,2,2,5,"Non-white",11,0,"Does not watch Fox","1. male",68,26,30,0.75,"2. no","2. no",5,2,4,1,4
"3889",4836,0,4,5,5,2,1,2,NA,4,"White",9,0,NA,"2. female",56,2,70,0.5,NA,"2. no",3,3,2,2,1
"3890",4837,0,1,2,2,3,3,3,NA,2,"Non-white",9,0,"Does not watch Fox","2. female",47,14,40,1,"1. yes","1. yes",2,2,4,4,2
"3891",4838,0,5,2,1,3,NA,2,NA,5,"White",11,0,NA,"2. female",56,11,15,NA,"1. yes","1. yes",6,NA,NA,NA,NA
"3892",4839,0,4,5,4,2,2,2,4,3,"White",12,0,"Does not watch Fox","2. female",34,21,70,0,NA,"2. no",2,2,1,2,2
"3893",4840,0,2,4,6,2,2,3,5,4,"Non-white",14,0,"Does not watch Fox","1. male",50,13,70,0.5,NA,"2. no",3,3,2,2,2
"3894",4841,1,7,7,1,3,1,1,1,1,"White",6,1,"Watches Fox","1. male",21,1,30,0.5,"1. yes","1. yes",7,1,5,1,5
"3895",4842,0,5,4,2,2,2,2,2,4,"Non-white",9,0,"Does not watch Fox","1. male",69,14,100,1,"1. yes","1. yes",1,2,4,3,4
"3896",4843,0,6,7,7,2,2,3,6,4,"Non-white",11,0,"Watches Fox","1. male",33,1,70,0.75,"2. no","1. yes",6,3,3,2,4
"3897",4844,1,4,3,2,2,1,2,3,5,"White",14,1,NA,"1. male",35,20,35,0.5,"2. no","1. yes",5,4,4,2,5
"3898",4845,0,4,4,3,2,2,1,4,4,"Non-white",8,0,"Does not watch Fox","1. male",54,7,100,1,"1. yes","1. yes",4,5,1,5,5
"3899",4846,1,6,2,2,3,2,2,2,6,"White",13,1,"Watches Fox","1. male",24,NA,0,0.5,"2. no","2. no",7,2,4,2,4
"3900",4847,1,4,4,6,1,1,3,3,6,"Non-white",5,1,"Does not watch Fox","2. female",67,3,100,0.75,"2. no","1. yes",1,2,3,2,4
"3901",4848,0,5,1,1,1,1,2,2,6,"Non-white",16,0,"Does not watch Fox","1. male",47,27,0,0.75,"2. no","1. yes",6,5,5,2,5
"3902",4849,0,NA,5,4,2,2,2,NA,4,"Non-white",4,0,"Does not watch Fox","2. female",51,6,60,1,NA,"2. no",4,3,4,2,5
"3903",4850,0,NA,4,4,2,2,3,5,4,"White",15,0,"Does not watch Fox","1. male",39,24,40,0.25,"2. no","1. yes",2,4,4,3,4
"3904",4851,0,5,5,4,1,2,3,4,4,"Non-white",12,0,"Does not watch Fox","1. male",66,9,100,1,"2. no","1. yes",1,3,3,2,3
"3905",4852,0,3,4,5,2,2,3,4,5,"Non-white",11,0,"Does not watch Fox","1. male",43,14,85,1,"1. yes","1. yes",1,1,4,3,4
"3906",4853,0,2,4,4,3,2,2,1,4,"White",10,0,"Does not watch Fox","1. male",41,19,70,0.75,NA,"2. no",2,4,4,3,4
"3907",4854,0,4,4,5,2,2,3,5,2,"White",14,0,NA,"2. female",57,13,100,0,NA,"2. no",1,3,2,2,1
"3908",4855,0,4,2,2,3,1,2,2,5,"White",10,0,"Does not watch Fox","1. male",54,14,40,0.25,"2. no","2. no",4,4,4,4,4
"3909",4856,0,2,NA,5,1,2,3,5,2,"White",13,0,"Does not watch Fox","2. female",34,26,70,0.5,NA,"2. no",1,2,2,2,3
"3910",4857,1,6,1,1,3,1,2,1,6,"Non-white",10,1,"Watches Fox","1. male",70,1,0,0.75,"1. yes","1. yes",7,5,5,5,5
"3911",4858,0,4,5,4,3,1,2,4,3,"White",14,0,"Does not watch Fox","1. male",65,13,70,0.25,NA,"2. no",1,2,1,1,2
"3912",4859,1,6,2,3,3,1,2,3,5,"White",9,1,"Watches Fox","1. male",55,1,0,0.75,"2. no","2. no",7,4,2,3,4
"3913",4860,0,3,NA,3,2,2,3,3,5,"White",13,0,"Does not watch Fox","2. female",53,NA,62,0.75,"2. no","1. yes",2,4,3,3,3
"3914",4861,0,1,NA,1,2,1,3,NA,4,"White",13,0,NA,"1. male",23,NA,0,0.75,"2. no","1. yes",4,4,3,1,4
"3915",4862,0,4,5,4,1,2,3,NA,3,"White",10,0,"Does not watch Fox","2. female",68,21,85,0.5,"2. no","2. no",1,2,3,1,3
"3916",4863,0,4,5,3,1,1,2,4,3,"White",10,0,"Does not watch Fox","2. female",41,6,100,0.25,"2. no","2. no",3,4,2,3,2
"3917",4864,0,4,1,1,3,1,1,1,2,"White",6,0,NA,"2. female",35,3,0,0.25,NA,"2. no",4,3,3,3,3
"3918",4865,0,5,4,2,3,1,2,2,4,"White",13,0,"Does not watch Fox","1. male",51,24,15,0.5,"1. yes","1. yes",5,5,4,4,5
"3919",4866,0,2,6,6,1,2,3,6,1,"White",14,0,"Does not watch Fox","1. male",67,21,90,0,"2. no","1. yes",1,2,3,2,3
"3920",4867,0,5,NA,4,2,1,3,4,6,"Non-white",11,0,"Does not watch Fox","2. female",71,9,100,0.75,"1. yes","1. yes",1,2,4,3,4
"3921",4868,0,2,4,5,1,1,3,2,3,"Non-white",11,0,"Does not watch Fox","2. female",33,11,85,0.5,"2. no","2. no",1,2,2,1,1
"3922",4869,0,7,4,5,1,3,3,6,2,"Non-white",9,0,"Watches Fox","2. female",51,5,95,1,"1. yes","1. yes",1,3,5,2,4
"3923",4870,0,4,NA,4,2,1,2,NA,4,"White",9,0,"Does not watch Fox","1. male",62,3,85,0.75,"1. yes","2. no",1,5,5,1,5
"3924",4871,1,5,4,7,1,2,3,6,4,"Non-white",9,1,NA,"2. female",20,13,85,0.5,"2. no","1. yes",1,1,5,1,4
"3925",4872,0,6,4,3,3,2,2,2,4,"White",13,0,"Does not watch Fox","2. female",61,14,30,0.5,"1. yes","1. yes",5,4,4,2,5
"3926",4873,1,5,1,4,3,1,2,3,7,"White",13,1,"Does not watch Fox","1. male",47,24,0,1,"1. yes","1. yes",6,5,5,5,5
"3927",4874,0,4,5,4,2,2,2,3,6,"White",12,0,"Does not watch Fox","2. female",60,13,60,0.5,"2. no","1. yes",4,5,5,4,5
"3928",4875,0,6,1,7,2,3,2,NA,6,"White",9,0,"Watches Fox","1. male",79,16,40,0.75,"1. yes","1. yes",2,5,4,2,5
"3929",4876,0,4,NA,5,3,2,2,1,4,"White",9,0,"Does not watch Fox","1. male",65,3,75,0,NA,"2. no",3,3,3,3,3
"3930",4877,0,3,2,3,3,3,3,3,3,"White",14,0,"Does not watch Fox","2. female",42,23,60,0.25,NA,"1. yes",2,2,2,2,2
"3931",4878,0,4,NA,3,3,2,3,2,3,"White",6,0,"Does not watch Fox","2. female",46,13,85,1,"2. no","2. no",1,4,1,1,2
"3932",4879,0,1,4,7,1,2,3,7,2,"Non-white",10,0,"Does not watch Fox","1. male",25,3,70,0.75,NA,"2. no",3,3,3,3,3
"3933",4880,0,4,4,5,2,NA,3,4,4,"White",13,0,"Does not watch Fox","2. female",59,19,70,NA,NA,"2. no",2,NA,NA,NA,NA
"3934",4881,0,4,4,4,3,1,3,3,4,"Non-white",9,0,"Does not watch Fox","2. female",45,4,85,0.25,NA,"2. no",1,3,3,3,2
"3935",4882,0,3,5,6,2,2,2,NA,4,"Non-white",10,0,"Does not watch Fox","1. male",38,12,100,0.5,"2. no","1. yes",1,1,1,1,2
"3936",4883,0,NA,4,4,2,1,3,5,4,"Non-white",9,0,NA,"2. female",26,1,100,0.25,"2. no","1. yes",2,4,3,3,3
"3937",4884,1,3,1,1,2,1,2,1,6,"White",13,1,"Watches Fox","1. male",54,24,0,0.25,"2. no","1. yes",6,5,4,3,4
"3938",4885,1,4,1,1,3,2,2,1,6,"White",11,1,"Watches Fox","1. male",46,14,0,0.75,"2. no","1. yes",5,5,5,4,5
"3939",4886,0,NA,NA,7,3,2,3,2,4,"White",6,0,"Does not watch Fox","2. female",19,9,60,0.75,NA,"2. no",4,5,5,5,5
"3940",4887,0,6,6,2,3,NA,2,2,4,"Non-white",9,0,"Watches Fox","1. male",50,19,85,NA,"1. yes","1. yes",2,NA,NA,NA,NA
"3941",4888,0,NA,5,4,2,1,2,4,3,"White",9,0,"Does not watch Fox","1. male",46,11,85,0.5,"2. no","2. no",1,4,4,3,3
"3942",4889,1,2,2,1,1,1,2,1,5,"White",13,1,"Watches Fox","1. male",24,28,24,0.25,NA,"2. no",4,2,2,4,2
"3943",4890,0,5,6,7,3,2,1,5,4,"Non-white",9,0,"Watches Fox","1. male",74,1,65,0.5,"1. yes","1. yes",3,2,4,5,4
"3944",4891,0,3,4,4,3,2,3,7,4,"Non-white",8,0,"Does not watch Fox","2. female",44,1,85,1,NA,"2. no",6,3,3,3,3
"3945",4892,1,4,4,1,1,1,1,NA,7,"Non-white",4,1,"Watches Fox","2. female",55,26,100,0.5,"1. yes","1. yes",1,5,5,5,3
"3946",4893,1,7,5,5,3,3,3,1,7,"Non-white",9,1,"Does not watch Fox","1. male",47,8,15,0.75,"1. yes","1. yes",6,5,5,5,5
"3947",4894,0,3,4,1,1,NA,3,4,4,"Non-white",13,0,"Does not watch Fox","2. female",51,1,85,NA,"2. no","1. yes",1,NA,NA,NA,NA
"3948",4895,1,6,1,4,3,2,2,1,7,"Non-white",1,1,NA,"1. male",39,13,0,1,"1. yes","1. yes",7,5,5,5,5
"3949",4896,0,7,4,7,2,2,2,4,4,"White",9,0,"Does not watch Fox","1. male",69,8,30,0.75,"2. no","2. no",4,2,4,2,5
"3950",4897,0,1,5,4,1,1,3,5,2,"Non-white",14,0,"Does not watch Fox","1. male",29,17,65,0,NA,"2. no",2,3,2,2,1
"3951",4898,0,4,2,4,2,2,3,4,6,"White",14,0,"Does not watch Fox","2. female",47,26,15,0.25,NA,"2. no",7,3,4,3,4
